Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_status,education
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,False,False,True,False,False,False,True,53,2293,d,g
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,False,False,False,False,False,False,False,68,2484,t,2
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,False,False,False,False,False,False,False,39,2347,s,m
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,False,False,False,False,False,False,False,43,2393,t,2
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,False,False,False,False,False,False,False,51,2851,w,g
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,False,False,False,False,False,False,False,36,2737,s,p
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,False,True,True,False,False,False,True,38,2485,m,p
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,False,False,False,False,False,False,False,44,2549,t,g
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,False,False,False,False,False,False,False,30,2272,m,2
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,False,False,False,False,False,False,True,56,2332,w,g
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,False,False,False,False,False,False,False,40,2367,m,g
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,True,False,False,False,False,False,True,52,2313,m,g
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,False,False,False,False,False,False,False,47,2251,m,m
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,False,False,False,False,False,False,False,57,2249,s,2
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,True,False,False,False,False,False,True,31,2241,s,g
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,False,False,False,False,False,False,False,49,2301,s,p
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,False,False,False,False,False,False,False,57,2596,m,g
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,False,False,False,False,False,False,True,71,2394,m,m
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,False,False,False,False,False,False,False,68,2814,t,g
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,False,False,False,False,False,False,False,42,2644,s,p
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,False,False,True,False,False,False,False,38,2609,m,g
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,False,False,False,False,False,False,False,50,2489,m,2
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,False,True,True,True,True,False,True,61,2562,t,g
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,False,False,False,False,False,False,False,42,2452,m,g
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,False,False,False,False,False,False,False,40,2537,s,g
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,False,False,False,False,False,False,False,49,2528,t,m
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,False,False,False,False,False,False,False,50,2324,m,2
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,False,False,False,False,False,False,False,57,2395,d,p
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,False,False,False,False,False,False,False,70,2181,t,p
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,False,False,False,False,False,False,False,58,2730,s,g
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,False,False,False,False,False,False,False,69,2454,t,m
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,False,False,False,False,False,False,False,41,2518,s,g
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,False,False,False,False,False,False,False,50,2728,t,g
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,False,False,False,False,False,False,False,46,2814,m,g
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,False,False,False,False,False,False,False,52,2312,m,p
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,False,False,False,False,False,False,False,42,2448,s,2
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,False,False,False,False,False,False,False,50,2491,t,p
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,False,False,False,False,False,False,False,39,2429,m,m
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,False,True,False,True,True,False,True,43,2673,m,p
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,False,False,False,False,False,False,False,52,2248,m,g
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,False,False,False,False,False,False,False,50,2469,m,g
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,False,False,False,False,False,False,False,54,2445,t,p
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,False,False,False,False,False,False,False,64,2514,t,m
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,False,True,False,False,False,False,False,46,2755,m,p
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,False,False,False,False,False,False,False,53,2411,t,2
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,False,False,False,False,False,False,False,69,2599,m,m
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,False,False,False,False,False,False,False,37,2246,t,g
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,False,False,False,False,False,False,False,49,2231,t,2
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,True,False,True,True,False,False,True,65,2803,w,g
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,False,False,False,False,False,False,False,59,2447,m,m
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,False,True,False,False,False,False,False,65,2202,t,g
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,False,False,False,False,False,False,False,61,2472,t,g
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,False,False,False,False,False,True,True,36,2784,s,p
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,False,False,True,True,False,False,True,45,2723,m,m
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,False,False,False,False,False,False,False,55,2390,s,m
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,False,False,False,False,False,False,False,43,2309,t,g
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,False,False,False,False,False,False,False,48,2450,m,p
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,False,False,False,False,False,False,True,45,2442,t,m
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,False,False,False,False,False,False,False,51,2770,d,g
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,False,False,False,False,False,False,False,51,2412,m,m
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,False,False,False,False,False,False,False,42,2549,m,2
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,False,False,False,False,False,False,False,39,2840,t,g
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,False,False,False,False,False,False,False,59,2652,s,g
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,False,False,False,False,False,False,False,60,2826,t,g
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,False,False,False,False,False,False,False,65,2444,s,g
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,False,False,False,False,False,False,False,72,2726,m,p
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,False,False,False,False,False,False,False,54,2678,t,m
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,False,False,False,False,False,False,True,34,2706,s,m
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,False,False,False,False,False,False,False,64,2634,d,g
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,False,False,False,False,False,False,False,45,2770,m,b
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,False,False,False,True,False,False,False,55,2212,m,g
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,False,False,False,False,False,False,False,51,2473,s,m
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,False,False,False,False,False,False,False,76,2505,w,m
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,False,False,False,False,False,False,False,47,2724,m,b
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,False,False,False,False,False,False,True,51,2756,s,p
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,False,False,False,False,False,False,False,46,2497,m,g
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,False,False,False,False,False,False,False,55,2578,s,m
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,False,False,False,False,False,False,False,42,2627,w,g
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,False,False,False,False,False,False,False,60,2840,m,m
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,False,False,False,False,False,False,False,59,2512,m,p
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,False,False,False,False,False,False,False,49,2509,s,g
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,False,True,True,False,False,False,False,71,2270,w,g
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,False,False,False,False,False,False,False,42,2342,s,2
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,False,False,False,True,False,False,False,65,2550,m,2
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,False,False,False,False,False,False,False,44,2684,m,g
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,False,False,False,False,False,False,False,45,2550,s,g
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,False,False,False,False,False,False,True,60,2805,t,g
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,False,False,False,False,False,False,False,43,2820,d,p
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,False,False,False,False,False,False,False,43,2717,s,g
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,False,False,False,False,False,False,False,50,2381,m,p
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,False,False,False,False,False,False,False,62,2175,t,p
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,True,False,False,False,False,False,True,60,2293,s,2
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,False,False,False,False,False,False,True,47,2596,s,g
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,False,False,False,False,False,False,False,58,2270,d,g
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,False,False,False,False,False,False,False,68,2549,s,g
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,False,False,False,False,False,False,False,58,2696,m,g
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,False,False,False,False,False,False,True,70,2798,d,m
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,True,False,False,False,False,False,False,49,2394,m,g
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,False,False,False,False,False,False,False,72,2206,t,p
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,False,False,False,False,False,False,False,61,2705,d,p
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,True,False,False,False,False,False,False,56,2577,s,g
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,False,True,True,False,False,False,True,73,2635,t,m
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,False,False,False,False,False,False,False,49,2474,m,p
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,False,False,True,True,False,False,True,50,2683,t,g
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,False,False,False,False,False,False,False,50,2357,d,m
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,False,False,False,False,False,False,False,43,2196,m,m
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,False,False,False,False,False,False,False,62,2445,t,g
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,False,True,False,False,False,False,False,60,2291,s,m
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,False,False,False,False,False,False,False,35,2830,t,g
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,False,False,False,False,False,False,False,46,2845,m,g
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,False,False,False,False,False,False,False,70,2236,t,p
49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,False,False,False,False,False,False,False,65,2854,d,g
61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,False,False,False,False,False,False,False,67,2335,t,g
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,False,False,False,False,False,False,False,73,2461,t,p
46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,True,False,False,False,False,False,False,54,2410,s,p
56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,False,False,False,False,False,False,False,57,2728,t,g
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,False,False,False,False,False,False,False,45,2345,w,g
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,False,False,False,False,False,False,False,40,2819,m,b
14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,False,False,False,False,False,False,False,64,2703,t,m
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,False,False,False,False,False,False,False,61,2707,m,g
45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,False,False,False,False,False,False,False,46,2568,t,p
21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,False,False,False,False,False,False,False,33,2436,s,b
29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,False,False,False,False,False,False,False,52,2575,m,p
54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,False,False,False,False,False,False,False,49,2393,m,2
59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,False,False,False,False,False,False,False,56,2494,m,p
59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,False,False,False,False,False,False,False,58,2392,s,m
66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,False,False,False,False,False,False,False,50,2814,w,g
77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,False,False,False,False,False,False,False,40,2354,m,g
26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,False,False,False,False,False,False,False,46,2197,m,g
81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,False,False,False,True,False,False,True,57,2766,m,p
70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,False,False,False,False,False,False,False,41,2337,s,g
36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,True,False,False,False,False,False,True,35,2537,m,2
65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,False,False,False,False,False,False,False,40,2347,s,p
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,False,False,False,False,False,False,False,57,2413,d,g
68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,False,False,False,False,False,False,False,53,2827,d,g
41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,False,False,False,False,False,False,False,38,2498,t,2
38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,False,False,False,False,False,False,False,65,2407,t,g
65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,False,False,False,False,False,False,False,53,2351,t,g
66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,False,False,False,False,False,False,False,44,2638,d,p
86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,False,False,False,False,False,False,True,48,2814,s,p
77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,False,False,True,True,False,False,False,31,2203,t,p
69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,False,False,False,False,False,False,False,51,2431,t,p
50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,False,True,False,False,False,False,True,60,2792,d,p
61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,False,False,False,False,False,False,False,50,2467,s,g
42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,False,False,False,False,False,False,False,62,2511,t,m
13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,False,False,False,False,False,False,False,68,2398,t,b
47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,False,False,False,False,False,False,True,71,2555,w,m
61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,False,False,False,False,False,False,False,59,2497,m,m
34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,False,False,False,False,False,False,False,25,2254,s,g
26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,False,False,False,False,False,False,True,71,2606,s,p
45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,False,False,False,False,False,False,False,59,2397,s,g
78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,False,False,False,True,False,False,False,60,2240,t,g
78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,False,False,False,False,False,False,False,47,2444,d,g
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,False,False,False,False,False,False,False,42,2268,m,g
71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,True,False,False,False,False,False,False,42,2297,d,g
90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,False,True,True,True,False,False,True,32,2220,s,m
41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,False,False,False,False,False,False,False,52,2344,d,m
35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,False,False,False,False,False,False,False,50,2161,d,p
43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,False,False,False,False,False,False,False,69,2604,d,g
66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,True,False,False,False,False,False,False,72,2379,t,p
25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,False,False,False,False,False,False,False,34,2511,m,g
55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,False,False,False,False,False,False,False,55,2775,s,m
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,False,False,False,False,False,False,False,45,2653,s,g
58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,False,False,False,False,False,False,False,67,2570,t,g
50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,False,False,False,False,False,False,False,38,2485,t,g
76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,False,False,False,False,False,False,False,45,2728,m,p
87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,False,False,True,False,False,False,True,60,2803,d,2
25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,False,False,False,False,False,False,False,42,2662,t,g
58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,False,False,False,False,False,False,False,50,2614,d,g
45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,False,False,False,False,False,False,False,62,2251,s,g
74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,False,False,False,False,False,False,False,55,2716,m,m
59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,False,False,False,False,False,False,False,66,2582,m,g
18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,False,False,False,False,False,False,False,36,2196,m,p
72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,False,False,False,False,False,False,False,55,2660,m,g
7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,True,False,False,False,False,False,True,44,2856,m,g
80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,False,False,False,True,False,False,False,65,2377,m,g
75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,False,False,False,False,False,False,False,44,2314,d,m
56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,False,False,False,False,False,False,False,55,2420,m,m
89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,False,False,True,False,False,False,False,29,2599,t,g
35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,False,False,False,False,False,False,False,71,2434,d,p
53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,False,False,False,False,False,False,False,67,2850,t,p
45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,False,False,False,False,False,False,False,72,2415,d,p
89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,False,True,True,True,False,False,False,47,2422,d,g
72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,False,True,True,True,False,False,True,71,2220,m,g
67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,False,False,False,False,False,False,False,47,2616,m,g
70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,False,False,False,False,False,False,False,68,2185,t,m
17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,False,False,False,False,False,False,False,31,2627,m,b
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,False,False,False,False,False,False,False,51,2848,t,g
64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,False,False,False,False,False,False,False,67,2622,s,p
34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,False,False,False,False,False,False,False,64,2639,t,m
48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,False,False,False,False,False,False,False,70,2338,s,p
38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,False,False,False,False,False,False,False,42,2491,t,2
82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,False,False,False,True,False,False,False,56,2314,m,g
83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,False,False,True,False,False,False,False,68,2572,t,g
17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,False,False,False,False,False,False,False,45,2361,m,2
71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,False,False,False,False,False,False,False,25,2271,s,g
33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,True,False,False,False,False,False,False,50,2446,s,g
63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,True,False,False,False,False,False,True,66,2310,m,2
83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,False,False,False,False,False,False,False,48,2339,t,p
51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,False,False,False,False,False,False,False,62,2428,t,p
80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,False,True,True,True,False,False,True,51,2645,m,g
75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,False,False,False,False,False,False,False,41,2217,t,g
63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,False,False,False,False,False,False,False,42,2664,t,2
62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,False,False,False,False,False,False,True,48,2846,t,p
58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,False,False,False,False,False,False,False,56,2442,m,g
40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,False,False,False,False,False,False,False,41,2630,m,m
38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,False,False,False,False,False,False,False,61,2243,m,p
35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,False,False,False,False,False,False,False,39,2428,m,2
79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,False,False,False,False,False,False,False,53,2225,s,g
78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,False,False,False,False,False,False,False,32,2403,m,m
31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,True,False,False,False,False,False,True,42,2574,s,p
75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,False,False,False,False,False,False,False,68,2197,s,g
48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,False,False,False,False,False,False,False,65,2587,m,g
74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,False,False,False,False,False,False,False,43,2815,m,g
67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,False,False,False,False,False,False,False,33,2821,t,g
46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,False,False,False,False,False,False,False,55,2460,m,2
62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,False,False,False,False,False,False,False,64,2558,m,m
72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,False,False,False,False,False,False,False,41,2520,m,g
78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,False,False,False,False,False,False,False,69,2358,m,p
42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,False,False,False,False,False,False,True,55,2590,s,g
33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,False,False,False,False,False,False,False,48,2601,m,g
6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,False,False,False,False,False,False,False,63,2727,t,p
41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,False,False,False,False,False,False,False,67,2639,t,g
40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,False,False,False,False,False,False,False,55,2462,s,p
74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,False,False,False,False,False,False,False,62,2313,t,p
51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,False,False,False,False,False,False,False,65,2352,s,m
72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,False,False,False,False,False,False,False,49,2449,s,g
71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,False,False,False,False,False,False,False,46,2244,s,p
36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,False,False,False,False,False,False,False,44,2235,t,g
20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,False,False,False,False,False,False,False,50,2208,s,g
30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,False,False,False,False,False,False,False,48,2261,m,g
31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,False,False,False,False,False,False,False,48,2535,t,g
20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,False,False,False,False,False,False,False,34,2767,m,b
17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,False,False,False,False,False,False,False,60,2293,t,m
42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,True,False,False,False,False,False,True,52,2702,d,p
43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,True,False,False,False,False,False,False,42,2190,m,m
40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,False,False,False,False,False,False,False,44,2818,d,g
62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,False,False,False,False,False,False,False,75,2689,t,m
82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,False,True,True,True,False,False,True,63,2758,m,p
16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,True,False,False,False,False,False,False,70,2504,s,g
51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,False,False,False,False,False,False,False,42,2402,m,g
46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,False,False,False,False,False,False,False,59,2609,s,g
45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,False,True,False,False,False,False,False,58,2684,s,m
70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,False,False,False,False,False,False,False,66,2160,m,p
60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,False,False,False,False,False,False,False,55,2773,d,2
73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,False,False,False,False,False,False,False,47,2643,t,g
