Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,TotPurchases,AcceptedCmps,Complain,Response,Age,Customer_Days
89572.0,44,606,24,974,197,194,1,23,1,False,True,54,2811
42207.0,71,116,11,72,3,17,4,10,3,False,True,36,2613
50300.0,52,143,15,60,24,23,2,11,0,False,False,68,2194
66664.0,78,398,96,447,220,96,1,18,0,False,False,38,2801
60597.0,2,522,0,257,32,16,4,12,1,False,True,56,2338
70165.0,60,161,0,253,199,191,1,21,0,False,False,71,2439
50520.0,25,112,0,6,2,1,2,7,0,False,False,62,2311
33183.0,46,7,5,39,17,15,2,7,0,False,False,45,2284
66582.0,83,789,25,420,16,38,1,19,0,False,False,51,2277
75261.0,17,1239,17,413,23,34,1,16,4,False,True,65,2591
31880.0,13,4,1,5,2,0,1,3,0,False,False,50,2765
53790.0,86,335,42,127,28,5,3,17,0,False,False,69,2274
49269.0,92,639,8,166,11,8,3,22,0,False,False,49,2842
61456.0,47,563,76,384,84,192,4,29,0,False,False,45,2618
37406.0,18,2,0,8,2,2,1,3,0,False,True,40,2421
56937.0,81,746,8,125,11,8,7,23,4,False,True,39,2853
38415.0,91,22,1,13,4,0,2,4,0,False,False,42,2702
20518.0,58,4,1,6,4,1,1,4,0,False,False,32,2201
62503.0,40,478,0,193,110,75,4,22,0,False,False,64,2655
41644.0,67,20,3,4,2,0,2,4,0,False,False,48,2210
55842.0,19,451,0,39,0,4,1,16,0,False,False,43,2196
62010.0,93,371,22,39,6,0,4,15,0,False,False,48,2773
41124.0,41,281,7,84,15,0,7,14,0,False,False,43,2765
38961.0,60,19,7,19,0,1,1,5,0,False,False,47,2340
37760.0,54,26,3,13,2,10,1,5,0,False,False,48,2481
32233.0,26,138,15,35,25,11,2,10,3,False,True,46,2838
43057.0,30,213,2,44,0,2,4,11,0,False,False,45,2401
83151.0,93,407,28,100,120,74,1,18,0,False,False,60,2786
78825.0,35,483,74,114,169,37,1,28,0,False,True,56,2812
65104.0,4,738,0,232,13,20,2,15,0,False,False,44,2386
60093.0,92,502,12,109,16,6,2,19,0,False,False,46,2527
14045.0,24,11,0,5,2,1,1,4,0,False,False,51,2313
28457.0,96,24,1,108,29,29,1,9,0,False,False,68,2768
78952.0,11,1170,19,594,99,76,2,19,0,False,False,62,2802
46310.0,99,185,2,88,15,5,2,12,0,False,False,44,2732
76005.0,72,983,20,389,240,50,1,21,1,False,False,65,2651
58308.0,77,691,0,69,10,0,4,11,0,False,False,56,2692
55614.0,85,504,13,131,8,0,1,19,4,False,False,76,2373
59432.0,88,317,25,265,25,19,3,19,0,False,False,58,2601
55563.0,22,29,1,9,2,0,1,5,0,False,False,42,2244
78642.0,83,1396,0,322,46,35,1,17,0,False,False,49,2593
67911.0,63,529,0,356,63,28,3,24,0,False,False,71,2197
65275.0,9,388,14,218,91,14,1,20,0,False,False,76,2611
27203.0,92,13,2,21,4,0,2,4,0,False,False,70,2851
48330.0,2,28,0,4,0,0,1,4,0,False,False,59,2385
24279.0,6,16,36,21,20,62,1,8,0,False,False,30,2706
64355.0,66,1047,0,140,67,38,2,19,0,False,False,35,2833
53653.0,29,815,10,239,28,10,2,26,0,False,False,67,2758
65665.0,77,225,162,387,106,36,1,23,0,False,False,44,2368
81217.0,77,493,70,324,146,40,1,21,0,False,False,31,2504
34935.0,71,34,4,66,3,10,1,7,0,False,False,28,2532
61250.0,49,382,138,65,60,26,6,19,0,False,False,61,2719
39665.0,97,127,1,56,0,1,3,9,3,False,False,39,2559
60152.0,6,325,83,300,86,58,1,22,0,False,False,41,2617
48920.0,93,238,17,68,8,10,3,13,4,False,False,56,2411
89120.0,78,1168,92,408,72,129,1,18,5,False,False,61,2263
44124.0,62,284,0,55,0,6,4,13,0,False,False,74,2573
81169.0,47,1288,20,613,80,61,1,21,0,False,False,45,2600
36443.0,9,65,0,46,4,3,4,7,0,False,False,59,2670
26095.0,77,11,7,9,3,1,1,4,0,False,False,30,2523
71367.0,24,227,23,389,42,21,1,16,0,False,False,61,2469
80184.0,19,1035,134,670,25,38,1,19,1,False,False,76,2279
30630.0,67,27,1,12,2,0,2,5,0,False,False,55,2312
73454.0,95,982,73,351,56,14,1,12,3,False,False,33,2279
42691.0,48,179,2,64,38,17,1,12,0,False,False,29,2476
70503.0,73,1379,33,216,0,33,1,15,4,False,False,67,2796
25545.0,35,32,1,64,16,12,3,7,0,False,True,33,2818
32880.0,76,8,4,15,7,6,1,4,0,False,False,34,2731
77863.0,20,881,38,319,16,25,1,19,0,False,False,62,2373
50353.0,72,141,15,153,67,31,1,14,0,False,False,43,2180
61839.0,20,1000,155,379,224,17,1,16,0,False,False,56,2845
49154.0,69,206,10,67,30,27,6,13,0,False,False,60,2397
47682.0,80,162,61,83,97,57,4,15,0,False,False,45,2658
72679.0,65,619,54,260,127,54,1,16,0,False,False,51,2443
57954.0,52,456,4,24,0,0,7,16,4,False,False,43,2170
65316.0,65,112,6,92,3,9,2,10,0,False,False,58,2590
28567.0,57,11,3,22,2,2,2,5,0,False,False,38,2536
47352.0,70,172,12,112,8,0,4,12,0,False,False,69,2603
44931.0,0,78,0,11,0,0,1,6,0,False,False,53,2321
76982.0,19,464,151,292,65,60,1,15,5,False,True,53,2293
57247.0,50,99,4,32,37,54,2,10,0,False,False,68,2484
22944.0,67,19,3,19,4,5,3,6,0,False,False,39,2347
25315.0,46,1,9,8,11,3,3,6,0,False,False,43,2393
43638.0,37,63,10,83,7,19,2,9,0,False,False,51,2851
42710.0,38,252,3,42,4,3,2,12,0,False,False,36,2737
84169.0,9,1478,19,403,0,19,1,19,4,False,True,38,2485
54058.0,56,198,18,252,32,108,2,18,0,False,False,44,2549
24683.0,98,8,4,10,6,7,2,6,0,False,False,30,2272
85620.0,68,416,46,925,60,107,1,13,0,False,True,56,2332
47850.0,72,42,7,43,20,12,1,7,0,False,False,40,2367
19514.0,47,14,3,21,2,1,4,6,3,False,True,52,2313
27159.0,33,17,0,3,0,0,2,4,0,False,False,47,2251
39548.0,87,15,4,10,3,4,2,5,0,False,False,57,2249
21474.0,0,6,16,24,11,0,2,6,3,False,True,31,2241
60504.0,73,458,0,24,6,4,2,16,0,False,False,49,2301
22419.0,74,30,3,47,19,21,1,7,0,False,False,57,2596
81698.0,4,179,28,520,111,123,1,24,0,False,True,71,2394
43462.0,50,90,17,97,15,6,6,10,0,False,False,68,2814
54880.0,57,308,85,137,102,45,2,19,0,False,False,42,2644
79908.0,30,557,129,761,29,185,1,18,5,False,False,38,2609
15315.0,27,7,4,13,15,8,2,6,0,False,False,50,2489
87771.0,61,1492,38,287,50,57,1,19,1,False,True,61,2562
33039.0,4,30,8,12,8,8,1,6,0,False,False,42,2452
81741.0,75,249,153,940,58,134,0,19,0,False,False,40,2537
71499.0,12,465,25,132,136,0,2,24,0,False,False,49,2528
62466.0,13,129,129,259,168,121,5,21,0,False,False,50,2324
48799.0,9,174,18,81,28,6,3,12,0,False,False,57,2395
52157.0,48,189,2,29,3,2,2,10,0,False,False,70,2181
66565.0,80,747,10,161,65,40,4,15,0,False,False,58,2730
29298.0,60,6,0,2,2,0,1,3,0,False,False,69,2454
47691.0,43,14,0,3,0,0,1,3,0,False,False,41,2518
38200.0,19,12,0,4,0,0,1,3,0,False,False,50,2728
44989.0,26,98,0,106,49,10,5,11,0,False,False,46,2814
38443.0,58,32,0,5,0,0,2,4,0,False,False,52,2312
38593.0,42,51,12,49,17,24,3,8,0,False,False,42,2448
64413.0,27,200,5,44,0,10,1,11,0,False,False,50,2491
36959.0,56,25,6,25,6,0,2,5,0,False,False,39,2429
61996.0,27,1050,12,144,0,0,3,18,1,False,True,43,2673
51287.0,10,117,0,22,13,0,3,8,0,False,False,52,2248
13260.0,48,9,4,17,10,2,4,6,0,False,False,50,2469
47472.0,39,56,0,11,0,0,2,6,0,False,False,54,2445
54603.0,85,145,13,46,17,2,6,10,0,False,False,64,2514
45207.0,64,203,0,10,0,0,5,10,4,False,False,46,2755
47821.0,54,9,0,16,6,6,1,4,0,False,False,53,2411
27450.0,57,37,12,23,8,11,1,6,0,False,False,69,2599
39453.0,64,46,0,7,0,0,2,5,0,False,False,37,2246
26850.0,10,31,1,13,7,2,4,7,0,False,False,49,2231
79800.0,65,1060,21,530,32,0,1,21,1,False,True,65,2803
61794.0,74,264,47,188,54,47,2,18,0,False,False,59,2447
53863.0,4,399,4,30,6,4,3,15,4,False,False,65,2202
24221.0,94,8,9,9,2,5,1,5,0,False,False,61,2472
39684.0,41,19,0,35,6,4,2,5,0,True,True,36,2784
92163.0,25,817,183,797,106,163,0,21,1,False,True,45,2723
69882.0,94,292,127,635,132,127,1,19,0,False,False,55,2390
33178.0,9,12,6,2,11,2,1,4,0,False,False,43,2309
59973.0,47,130,30,168,20,34,1,14,0,False,False,48,2450
17459.0,12,6,4,16,3,10,3,6,0,False,True,45,2442
23910.0,80,16,12,18,7,1,1,5,0,False,False,51,2770
42169.0,20,19,0,9,0,0,2,4,0,False,False,51,2412
26224.0,39,4,7,15,13,9,3,6,0,False,False,42,2549
31089.0,57,31,3,31,2,8,3,7,0,False,False,39,2840
30081.0,27,36,0,2,0,0,1,4,0,False,False,59,2652
62807.0,83,526,28,135,10,21,3,20,0,False,False,60,2826
72906.0,79,400,32,519,71,75,1,16,0,False,False,65,2444
61467.0,69,410,16,114,0,5,3,17,0,False,False,72,2726
49618.0,77,80,3,26,4,2,4,7,0,False,False,54,2678
21888.0,15,88,10,46,2,3,4,8,0,False,True,34,2706
26150.0,61,5,1,13,3,5,1,4,0,False,False,64,2634
30801.0,23,8,4,5,15,2,2,4,0,False,False,45,2770
81168.0,84,410,0,592,147,22,1,17,1,False,False,55,2212
26877.0,74,101,13,76,20,18,2,10,0,False,False,51,2473
45006.0,90,162,25,53,16,0,1,11,0,False,False,76,2505
18978.0,41,2,8,1,4,7,1,4,0,False,False,47,2724
48240.0,73,389,91,248,64,49,3,22,0,False,True,51,2756
45837.0,88,215,13,87,17,17,5,13,0,False,False,46,2497
35791.0,94,27,0,5,0,0,2,4,0,False,False,55,2578
54162.0,31,5,6,10,6,5,1,4,0,False,False,42,2627
30522.0,6,179,8,83,19,11,5,12,0,False,False,60,2840
54456.0,23,352,0,27,10,0,3,14,0,False,False,59,2512
31632.0,92,17,8,12,11,15,1,5,0,False,False,49,2509
72298.0,52,625,35,169,58,17,1,13,4,False,False,71,2270
36975.0,50,10,6,11,0,4,1,4,0,False,False,42,2342
72635.0,54,390,22,323,104,35,1,20,1,False,False,65,2550
13624.0,93,10,2,15,2,1,2,5,0,False,False,44,2684
84196.0,56,215,63,507,231,31,1,19,0,False,False,45,2550
70971.0,28,1001,17,572,93,125,7,27,0,False,True,60,2805
34487.0,94,19,18,33,24,1,3,6,0,False,False,43,2820
28769.0,76,41,5,129,10,3,3,9,0,False,False,43,2717
69084.0,43,1181,107,199,39,30,2,23,0,False,False,50,2381
65488.0,46,603,45,207,36,18,1,13,0,False,False,62,2175
32218.0,27,10,24,15,13,1,1,6,3,False,True,60,2293
83917.0,12,514,22,732,42,198,1,20,0,False,True,47,2596
46102.0,3,14,0,1,0,0,1,3,0,False,False,58,2270
84574.0,72,387,20,713,38,54,1,31,0,False,False,68,2549
56181.0,6,121,103,69,8,44,1,13,0,False,False,58,2696
63120.0,53,965,69,279,54,41,5,21,0,False,True,70,2798
73691.0,58,707,21,250,85,43,2,16,3,False,False,49,2394
76140.0,57,586,66,653,17,0,1,20,0,False,False,72,2206
62859.0,37,1063,89,102,16,12,4,19,0,False,False,61,2705
45906.0,20,305,3,27,4,3,2,13,3,False,False,56,2577
77632.0,73,1200,105,758,0,42,1,12,4,False,True,73,2635
46463.0,56,163,2,40,8,11,7,10,0,False,False,49,2474
105471.0,36,1009,181,104,202,21,0,30,1,False,True,50,2683
55282.0,9,125,6,73,8,4,1,10,0,False,False,50,2357
78710.0,42,721,0,152,119,50,3,25,0,False,False,43,2196
66886.0,28,315,4,62,41,31,2,15,0,False,False,62,2445
98777.0,23,1000,19,711,125,115,0,19,4,False,False,60,2291
29103.0,38,16,0,17,6,3,2,4,0,False,False,35,2830
67445.0,63,757,80,217,29,80,5,27,0,False,False,46,2845
50616.0,71,30,2,25,0,1,1,6,0,False,False,70,2236
49431.0,9,219,3,100,26,0,2,13,0,False,False,65,2854
61278.0,87,111,3,28,2,6,2,8,0,False,False,67,2335
73059.0,36,410,112,420,0,82,1,25,0,False,False,73,2461
46734.0,86,100,1,39,6,1,4,8,3,False,False,54,2410
56253.0,83,509,0,65,7,11,4,18,0,False,False,57,2728
58330.0,87,445,53,213,104,98,1,23,0,False,False,45,2345
25965.0,29,2,2,11,41,7,1,5,0,False,False,40,2819
14661.0,88,4,1,11,6,2,1,4,0,False,False,64,2703
18690.0,77,6,1,7,23,4,1,4,0,False,False,61,2707
45068.0,25,14,0,3,0,0,1,3,0,False,False,46,2568
21063.0,34,1,10,11,19,3,2,5,0,False,False,33,2436
29187.0,43,26,0,6,0,0,1,4,0,False,False,52,2575
54690.0,76,111,16,37,7,9,3,9,0,False,False,49,2393
59304.0,81,418,61,428,80,51,3,25,0,False,False,56,2494
59247.0,87,327,9,122,19,14,5,16,0,False,False,58,2392
66731.0,33,371,159,194,58,106,4,13,0,False,False,50,2814
77353.0,38,275,59,107,69,101,2,18,0,False,False,40,2354
26751.0,26,1,1,5,0,3,1,3,0,False,False,46,2197
81300.0,17,1004,12,145,32,12,3,18,1,False,True,57,2766
70337.0,75,187,81,149,25,43,1,16,0,False,False,41,2337
36145.0,13,56,4,76,17,1,4,8,3,False,True,35,2537
65295.0,19,365,32,117,34,110,1,19,0,False,False,40,2347
68118.0,51,595,23,123,10,23,2,21,0,False,False,57,2413
68743.0,81,1132,134,384,175,134,1,29,0,False,False,53,2827
41039.0,32,34,11,137,179,61,1,14,0,False,False,38,2498
38946.0,84,116,6,82,6,6,2,10,0,False,False,65,2407
65777.0,87,565,32,435,28,32,1,16,0,False,False,53,2351
66476.0,99,372,18,126,47,48,2,18,0,False,False,44,2638
86857.0,96,899,102,838,133,102,1,21,0,False,True,48,2814
77845.0,40,760,40,480,0,40,1,20,1,False,False,31,2203
69476.0,3,260,86,559,63,9,1,14,0,False,False,51,2431
50611.0,98,459,0,24,6,0,6,16,4,False,True,60,2792
61209.0,73,466,0,224,119,49,1,12,0,False,False,50,2467
42315.0,90,67,15,80,17,11,3,9,0,False,False,62,2511
13084.0,29,2,0,7,3,7,1,4,0,False,False,68,2398
47570.0,3,67,1,20,0,2,3,6,0,False,True,71,2555
61923.0,94,92,4,18,3,3,1,7,0,False,False,59,2497
34824.0,65,4,2,11,2,0,1,3,0,False,False,25,2254
26518.0,33,20,1,28,3,3,3,5,0,False,True,71,2606
45938.0,46,273,11,178,62,83,2,18,0,False,False,59,2397
78468.0,29,434,22,388,104,22,1,27,1,False,False,60,2240
78901.0,99,321,11,309,33,26,3,17,0,False,False,47,2444
71427.0,26,212,123,177,15,64,2,18,0,False,False,42,2268
71022.0,30,909,12,278,0,12,3,18,3,False,False,42,2297
90247.0,27,1184,32,352,21,16,1,14,1,False,True,32,2220
41335.0,24,112,19,21,16,14,3,9,0,False,False,52,2344
35682.0,34,23,0,8,6,2,1,5,0,False,False,50,2161
43185.0,88,537,6,42,16,6,2,18,0,False,False,69,2604
66375.0,96,712,0,45,0,0,3,11,3,False,False,72,2379
25252.0,26,1,3,4,2,2,1,3,0,False,False,34,2511
55250.0,49,664,58,83,32,0,4,22,0,False,False,55,2775
33249.0,11,6,10,21,19,14,2,6,0,False,False,45,2653
58398.0,44,299,5,201,21,21,3,17,0,False,False,67,2570
50272.0,75,99,13,66,43,8,3,10,0,False,False,38,2485
76618.0,64,749,40,294,121,160,1,10,0,False,False,45,2728
87305.0,19,345,25,501,63,138,1,16,5,False,True,60,2803
25851.0,45,9,4,18,7,5,2,5,0,False,False,42,2662
58710.0,77,440,81,368,0,122,6,25,0,False,False,50,2614
45160.0,9,8,2,5,3,0,1,3,0,False,False,62,2251
74806.0,1,670,9,249,0,28,2,14,0,False,False,55,2716
59111.0,90,524,0,134,28,28,1,20,0,False,False,66,2582
18988.0,43,6,0,6,2,1,2,4,0,False,False,36,2196
72190.0,79,597,166,597,172,166,1,15,0,False,False,55,2660
7500.0,19,7,0,12,13,7,5,7,3,False,True,44,2856
80395.0,62,445,25,706,80,76,1,23,1,False,False,65,2377
75012.0,41,294,142,218,164,58,1,22,0,False,False,44,2314
56962.0,60,292,3,77,10,3,7,14,0,False,False,55,2420
89891.0,17,412,22,132,59,28,1,25,5,False,False,29,2599
35946.0,24,8,0,3,0,0,1,3,0,False,False,71,2434
53593.0,60,349,4,78,6,0,8,15,0,False,False,67,2850
45072.0,74,144,2,99,7,2,5,11,0,False,False,72,2415
89694.0,22,1126,28,211,37,28,3,11,1,False,False,47,2422
72025.0,46,967,0,617,43,50,1,25,1,False,True,71,2220
67432.0,69,432,79,341,177,136,2,17,0,False,False,47,2616
70545.0,29,138,39,63,55,18,1,12,0,False,False,68,2185
17487.0,37,0,0,1,7,4,1,3,0,False,False,31,2627
62882.0,26,509,133,497,78,24,2,18,0,False,False,51,2848
64108.0,8,948,10,86,13,21,4,26,0,False,False,67,2622
34941.0,26,39,2,25,4,3,2,6,0,False,False,64,2639
48767.0,79,28,1,21,3,0,3,6,0,False,False,70,2338
38702.0,71,13,11,24,13,8,2,7,0,False,False,42,2491
82224.0,83,307,26,360,138,31,1,20,1,False,False,56,2314
83844.0,57,901,31,345,75,31,1,19,5,False,False,68,2572
17003.0,37,2,5,12,4,8,3,6,0,False,False,45,2361
71163.0,30,283,17,372,138,106,1,23,0,False,False,25,2271
33697.0,34,4,3,7,0,3,1,3,3,False,False,50,2446
63564.0,0,769,80,252,15,34,1,27,3,False,True,66,2310
83443.0,89,518,42,742,55,56,1,21,0,False,False,48,2339
51518.0,92,350,8,66,17,4,2,15,0,False,False,62,2428
80952.0,20,778,178,689,41,27,1,24,1,False,True,51,2645
75507.0,56,709,93,374,104,80,1,20,0,False,False,41,2217
63855.0,28,359,35,314,93,116,1,23,0,False,False,42,2664
62220.0,55,799,12,375,16,12,5,18,0,False,True,48,2846
58512.0,25,895,10,101,13,0,5,15,0,False,False,56,2442
40662.0,0,40,2,23,0,4,2,6,0,False,False,41,2630
38829.0,86,76,0,7,0,0,1,7,0,False,False,61,2243
35523.0,8,11,5,22,12,5,2,6,0,False,False,39,2428
79146.0,33,245,16,223,21,43,2,17,0,False,False,53,2225
78285.0,13,647,107,391,175,67,1,20,0,False,False,32,2403
31626.0,12,39,1,9,2,1,1,5,3,False,True,42,2574
75127.0,92,203,35,305,46,17,1,18,0,False,False,68,2197
48726.0,90,138,3,38,4,0,3,9,0,False,False,65,2587
74985.0,8,587,51,898,247,0,1,16,0,False,False,43,2815
67430.0,6,595,97,291,127,133,1,28,0,False,False,33,2821
46891.0,91,43,12,23,29,15,1,7,0,False,False,55,2460
62058.0,52,301,7,74,10,0,4,14,0,False,False,64,2558
72063.0,3,180,32,348,76,32,2,19,0,False,False,41,2520
78939.0,57,794,115,243,150,0,1,19,0,False,False,69,2358
42720.0,9,392,5,91,28,26,8,17,0,False,True,55,2590
33622.0,22,39,1,22,3,4,3,6,0,False,False,48,2601
6835.0,76,107,2,12,2,2,0,1,0,False,False,63,2727
41452.0,86,13,0,3,0,0,1,3,0,False,False,67,2639
40760.0,64,70,0,17,0,0,2,6,0,False,False,55,2462
74250.0,90,680,11,392,75,0,1,17,0,False,False,62,2313
51124.0,79,26,1,11,0,1,2,4,0,False,False,65,2352
72258.0,28,522,0,522,227,120,2,20,0,False,False,49,2449
71466.0,86,412,12,546,78,182,1,18,0,False,False,46,2244
36283.0,42,6,5,5,8,0,2,4,0,False,False,44,2235
20587.0,39,2,3,6,4,1,1,4,0,False,False,50,2208
30467.0,8,1,3,8,2,5,1,3,0,False,False,48,2261
31590.0,40,6,2,15,6,6,1,4,0,False,False,48,2535
20425.0,5,4,12,5,3,16,2,5,0,False,False,34,2767
17144.0,96,18,2,19,0,2,5,7,0,False,False,60,2293
42564.0,28,324,48,186,39,18,6,18,3,False,True,52,2702
43783.0,22,327,9,125,25,4,6,16,3,False,False,42,2190
40780.0,30,229,27,71,13,3,4,13,0,False,False,44,2818
62847.0,45,521,168,706,80,76,1,13,0,False,False,75,2689
82017.0,58,184,23,446,30,23,1,16,1,False,True,63,2758
16813.0,49,4,8,11,12,2,1,5,3,False,False,70,2504
51267.0,37,183,2,64,7,2,4,11,0,False,False,42,2402
46524.0,70,31,19,35,26,14,2,7,0,False,False,59,2609
45183.0,33,219,3,60,12,9,1,12,4,False,False,58,2684
70421.0,98,479,28,136,75,14,3,20,0,False,False,66,2160
60161.0,17,584,44,212,46,8,3,23,0,False,False,55,2773
73926.0,54,627,91,597,159,91,1,23,0,False,False,47,2643
19329.0,39,24,1,16,12,2,3,7,0,False,False,52,2356
61872.0,81,330,5,159,36,27,4,17,0,False,False,50,2357
46984.0,71,19,1,10,2,1,1,4,0,False,False,64,2619
34838.0,62,28,23,29,29,14,3,7,0,False,False,69,2685
82716.0,8,606,148,228,15,148,1,27,0,False,False,76,2395
48192.0,76,1039,43,204,153,58,3,22,1,False,True,62,2608
49681.0,66,411,0,26,0,0,6,15,0,False,False,44,2396
56850.0,83,34,1,19,2,7,1,5,0,False,False,49,2257
55267.0,28,161,28,136,32,3,4,13,0,False,False,63,2410
59666.0,87,623,53,178,23,17,7,13,4,False,False,48,2623
72504.0,43,604,26,470,123,161,2,20,0,False,False,48,2608
26872.0,0,3,10,8,3,16,1,4,0,False,False,39,2415
21359.0,1,12,2,17,6,1,2,5,0,False,True,48,2594
73170.0,1,184,174,256,50,30,1,15,0,False,False,45,2188
52750.0,72,393,0,239,90,69,6,21,0,False,False,65,2669
91820.0,72,410,73,747,76,161,0,22,0,False,False,34,2377
65968.0,12,376,9,83,19,4,2,16,0,False,False,50,2207
30772.0,89,7,2,4,2,1,1,3,0,False,False,44,2268
22507.0,67,68,0,226,51,157,3,16,0,False,False,66,2741
65685.0,54,642,14,49,0,7,1,20,0,False,False,48,2251
25804.0,34,8,7,9,13,6,2,5,0,False,False,42,2460
76412.0,15,840,53,804,23,71,1,17,1,False,True,40,2579
22063.0,43,7,10,13,3,11,2,5,0,False,False,48,2484
57091.0,0,464,5,64,7,0,1,17,2,False,True,59,2173
78353.0,51,752,122,476,39,153,1,23,0,False,False,61,2598
93404.0,97,1279,15,287,20,0,3,14,4,False,False,66,2577
37859.0,75,22,1,8,2,1,2,4,0,False,False,58,2692
80995.0,83,860,28,409,73,56,1,21,0,False,False,62,2573
16529.0,23,3,0,5,13,0,1,4,0,False,False,36,2279
55412.0,65,10,5,28,11,1,1,5,0,False,False,44,2378
48789.0,94,351,16,156,7,5,1,17,0,False,False,28,2816
56575.0,42,421,5,90,0,16,3,17,0,False,False,53,2579
25130.0,10,2,5,7,0,18,2,5,0,False,False,40,2429
35441.0,94,25,1,9,2,1,2,4,0,False,False,53,2659
71391.0,50,336,123,274,46,123,5,23,0,False,False,64,2616
49494.0,46,191,9,97,0,6,2,12,0,False,False,48,2589
81702.0,98,563,50,774,28,31,1,26,0,False,False,40,2803
45889.0,42,31,0,6,0,1,1,4,0,False,False,40,2521
56628.0,30,479,5,82,7,17,2,18,3,False,False,43,2259
34026.0,11,18,6,15,12,8,3,6,0,False,False,70,2487
40049.0,61,91,65,52,10,44,3,11,0,False,False,46,2736
19419.0,76,2,14,28,16,3,4,7,0,False,False,39,2755
82504.0,2,362,50,431,134,35,1,16,0,False,False,60,2496
81205.0,43,724,74,929,97,55,1,18,2,False,True,50,2326
61618.0,27,605,91,399,0,45,2,17,0,False,False,29,2797
55284.0,60,547,7,140,0,7,3,20,0,False,False,64,2711
49980.0,79,104,1,54,13,9,2,9,0,False,False,57,2408
15072.0,96,8,2,15,0,10,4,7,0,False,False,40,2574
49166.0,17,224,2,25,7,0,2,11,0,False,False,46,2540
82347.0,38,556,54,845,202,133,1,24,1,False,False,63,2759
30843.0,43,24,0,2,0,0,2,4,3,False,False,54,2193
46374.0,1,408,0,21,0,0,3,15,1,False,True,46,2263
60474.0,25,265,199,303,234,9,7,24,0,False,False,41,2613
38576.0,2,34,0,7,0,0,1,4,0,False,False,47,2276
55357.0,66,374,64,116,84,25,3,19,0,False,False,35,2654
37758.0,49,27,2,10,0,0,2,4,0,False,False,54,2792
85710.0,5,600,20,350,29,30,1,25,5,False,False,31,2579
23228.0,71,13,2,18,6,1,2,5,0,False,False,51,2313
44602.0,35,167,2,89,0,0,6,11,0,False,False,51,2293
7500.0,94,0,2,3,4,1,1,3,0,False,False,33,2695
38683.0,80,46,35,69,84,41,6,11,0,False,False,31,2792
49514.0,61,88,39,78,58,13,2,11,0,False,False,45,2353
57906.0,29,243,11,119,10,3,3,14,0,False,False,47,2542
43456.0,0,275,11,68,25,7,3,14,0,False,False,54,2619
19485.0,80,6,0,4,0,0,1,3,0,False,False,34,2437
53172.0,54,121,62,90,68,20,3,13,0,False,False,42,2578
30545.0,71,4,12,15,19,7,2,5,0,False,False,41,2779
70123.0,27,1308,0,396,23,0,1,16,2,False,False,37,2433
62450.0,61,515,47,267,62,66,2,14,4,False,False,61,2333
21675.0,55,4,0,16,17,4,3,7,0,False,False,44,2177
42395.0,35,48,13,57,24,15,4,8,0,False,False,39,2245
61346.0,34,562,58,168,43,16,1,22,0,False,False,42,2425
80812.0,95,769,22,500,210,143,1,17,1,False,False,67,2444
42835.0,64,379,4,93,12,9,7,16,0,False,False,49,2523
39922.0,30,29,12,59,19,1,2,7,0,False,False,37,2659
86424.0,12,387,68,569,89,45,1,27,0,False,False,64,2244
17117.0,96,12,23,38,30,18,4,7,0,False,False,42,2687
24762.0,16,6,10,12,3,15,3,6,3,False,True,48,2298
35797.0,16,27,1,14,4,1,2,5,0,False,False,45,2780
36627.0,78,9,1,5,0,0,1,3,0,False,False,45,2500
51111.0,83,22,0,19,6,5,2,5,0,False,False,39,2169
82072.0,67,889,55,685,168,92,1,18,0,False,False,50,2521
46231.0,87,189,2,55,0,5,4,11,0,False,False,67,2739
42243.0,34,48,0,2,0,0,2,5,0,False,False,61,2359
51195.0,46,230,14,156,82,24,8,16,0,False,False,58,2613
68092.0,7,852,60,207,78,36,2,18,0,False,False,42,2354
31814.0,73,35,3,20,4,1,2,5,3,False,False,47,2664
51390.0,54,205,20,47,23,2,6,12,0,False,False,55,2818
76630.0,93,255,31,446,40,56,1,24,0,False,False,37,2325
26868.0,52,0,0,1,8,3,1,3,0,False,False,29,2219
55260.0,81,825,8,53,11,0,2,23,0,False,False,48,2723
64090.0,8,316,58,161,76,51,1,19,0,False,True,64,2485
78331.0,97,756,138,354,160,169,2,23,0,False,False,62,2316
37087.0,50,194,55,134,15,0,3,14,0,False,False,46,2481
21846.0,38,7,17,18,6,10,4,7,0,False,False,34,2409
81320.0,61,183,33,493,59,103,1,17,0,False,False,62,2667
54137.0,46,171,0,11,0,1,2,9,0,False,False,50,2476
66825.0,73,243,101,405,29,40,1,15,0,False,False,53,2509
57100.0,19,181,21,69,39,3,1,12,0,False,False,47,2366
58917.0,10,151,7,89,0,7,5,11,0,False,False,51,2621
85072.0,94,494,92,391,194,11,1,17,0,False,False,43,2240
86429.0,10,464,28,873,29,18,0,18,1,False,True,59,2379
45684.0,37,5,1,5,10,0,1,3,0,False,False,49,2368
47889.0,94,29,0,29,0,5,1,5,0,False,False,46,2335
45921.0,23,102,9,49,24,3,1,9,0,False,False,34,2270
78420.0,75,604,28,674,91,28,1,21,0,False,False,54,2524
75114.0,40,571,12,523,63,60,1,18,0,False,False,28,2393
52278.0,24,953,0,71,0,0,6,25,0,False,True,57,2679
